50:47:0010207:663
50:43:0010402:1183
50:24:0050615:177
50:12:0100504:121
50:13:0060302:6
50:13:0040309:269
50:26:0100102:389
50:29:0060213:56
50:11:0000000:53635
50:13:0040308:95
50:47:0041104:88
50:19:0040114:177
50:17:0011327:200
50:30:0010101:41
50:05:0130219:200
50:17:0020214:7
50:16:0302025:272
50:30:0060101:418
50:04:0130115:40
50:18:0080426:359
50:28:0000000:13905
50:19:0010104:285
50:07:0000000:22443
50:29:0020310:247
50:08:0090339:46
50:25:0030110:303
50:35:0000000:1432
50:19:0040207:214
50:17:0010707:815
50:13:0020313:137
50:65:0010104:35
50:23:0010232:17
50:33:0030461:130
50:18:0040106:382
50:28:0000000:18142
50:04:0110203:883
50:16:0000000:7012
50:19:0000000:4921
50:02:0020312:159
50:24:0060611:254
50:16:0103040:2716
50:01:0030304:729
50:11:0050304:88
50:08:0060336:7
50:33:0030444:125
50:17:0021308:136
50:01:0010417:166
50:08:0050116:722
50:33:0010125:608
50:31:0060303:258
50:30:0020207:980
50:20:0060510:717
50:47:0080407:327
50:14:0040359:103
50:04:0130305:297
50:31:0020701:1
50:20:0071008:515
50:32:0020104:20
50:22:0030103:156
50:09:0020603:88
50:26:0100210:137
50:27:0020513:406
50:19:0020215:188
50:08:0040434:276
50:07:0070301:149
50:20:0020410:3145
50:24:0050637:399
50:33:0030163:49
50:20:0010516:596
50:13:0080103:298
50:03:0020132:121
50:37:0060330:40
50:09:0010307:1148
50:30:0050202:208
50:08:0060318:1126
50:24:0050636:736
50:24:0050653:1213
50:26:0140204:293
50:32:0020110:100
50:16:0102001:88
50:14:0070354:121
50:33:0010135:8
50:18:0060424:1401
50:33:0030217:331
50:24:0050203:211
50:29:0060302:34
50:23:0100519:32
50:19:0030213:71
50:31:0030127:276
50:29:0030616:29
50:05:0060513:333
50:23:0050573:327
50:26:0090606:141
50:24:0080131:379
50:01:0060440:61
50:05:0060123:2091
50:26:0180405:19
50:28:0010607:240
50:16:0401009:613
50:33:0020350:267
50:43:0010102:1854
50:38:0050138:33
50:29:0050401:123
50:21:0030215:580
50:09:0030243:1095
50:05:0040208:44
50:32:0040254:87
50:12:0101304:64
50:31:0030816:2
50:18:0090317:162
50:09:0020115:36
50:20:0070802:731
50:19:0030318:52
50:01:0060609:31
50:04:0110401:407
50:01:0060549:149
50:08:0070333:483
50:18:0070405:260
50:10:0020702:309
50:23:0040533:196
50:16:0000000:11127
50:01:0060408:87
50:28:0080114:382
50:10:0060123:96
50:07:0030307:516
50:16:0203024:232
50:45:0020127:15
50:31:0000000:44849
50:16:0502067:20
50:21:0000000:40473
50:24:0010407:74
50:03:0020119:198
50:41:0030107:31
50:50:0060314:51
50:20:0030104:122
50:04:0090102:44
50:34:0040102:443
50:07:0070116:180
50:58:0000000:280
50:29:0040602:45
50:31:0060304:930
50:16:0604130:330
50:26:0180313:1
50:12:0060202:10
50:18:0000000:544
50:51:0020205:381
50:32:0030118:794
50:31:0012201:1102
50:26:0050801:149
50:33:0010101:314
50:45:0010239:21
50:18:0070203:79
50:15:0040402:525
50:16:0401012:1335
50:31:0061903:159
50:05:0020402:80
50:59:0010201:594
50:57:0030802:1014
50:11:0030101:792
50:33:0030207:989
50:37:0050402:237
50:04:0090205:81
50:50:0060308:55
50:58:0010108:584
50:20:0040636:8008
50:33:0030302:321
50:45:0010125:7
50:37:0010201:72
50:03:0030115:377
50:33:0030316:68
50:38:0050302:306
50:35:0010511:261
50:05:0030323:263
50:03:0020101:232
50:36:0050104:116
50:24:0060403:745
50:05:0030129:24
50:04:0160413:195
50:26:0110605:1103
50:45:0010101:65
50:29:0040248:208
50:31:0050301:2442
50:18:0070105:677
50:03:0060280:1710
50:22:0030302:239
50:34:0050409:465
50:35:0030207:373
50:08:0060412:76
50:23:0040413:20
50:08:0040351:147
50:16:0302003:283
50:06:0110602:1987
50:26:0031103:67
50:23:0050118:306
50:44:0030301:554
50:20:0020109:1107
50:46:0010302:79
50:19:0040332:303
50:25:0000000:3571
50:34:0050208:188
50:11:0010416:3379
50:28:0050302:859
50:31:0020428:214
50:05:0060123:1956
50:15:0000000:83556
50:31:0050416:157
50:24:0060705:248
50:26:0090401:421
50:09:0050215:905
50:33:0020450:129
50:02:0040104:176
50:22:0060614:72
50:31:0040102:57
50:26:0000000:54529
50:11:0050302:1081
50:27:0030712:654
50:33:0020346:44
50:28:0030114:40
50:16:0103045:558
50:01:0040221:287
50:23:0020338:8
50:20:0070760:369
50:19:0000000:21023
50:05:0120113:75
50:27:0020629:18
50:23:0010208:727
50:33:0020301:75
50:36:0020516:296
50:13:0060156:35
50:15:0000000:90
50:24:0080305:225
50:20:0030214:132
50:42:0010228:146
50:19:0030522:167
50:09:0010501:1356
50:23:0020329:191
50:12:0090221:995
50:39:0020314:370
50:57:0101003:83
50:20:0100907:101
50:05:0140216:153
50:23:0110340:59
50:20:0060548:2780
50:08:0070312:123
50:20:0020108:262
50:04:0120514:582
50:12:0070208:44
50:40:0020257:446
50:05:0130101:99
50:04:0080306:203
50:32:0090107:151
50:06:0090801:107
50:24:0050914:284
50:39:0080103:15
50:19:0050103:946
50:13:0060152:745
50:04:0170210:237
50:28:0030231:831
50:23:0030150:340
50:08:0060319:707
50:23:0030135:207
50:35:0010401:146
50:12:0090101:665
50:27:0020560:93
50:44:0010218:4
50:29:0010206:66
50:31:0010504:35
50:27:0030655:103
50:05:0020106:324
50:27:0020616:1340
50:23:0050507:318
50:03:0040122:368
50:03:0020280:246
50:33:0010526:87
50:33:0020337:1228
50:01:0060338:68
50:08:0090344:5
50:25:0000000:6550
50:04:0230507:152
50:23:0010132:1047
50:14:0040348:596
50:15:0000000:146509
50:26:0160601:2656
50:47:0000000:5144
50:20:0090108:66
50:16:0604050:194
50:05:0130444:135
50:26:0120701:85
50:31:0030131:142
50:23:0050325:370
50:27:0000000:33071
50:06:0040404:121
50:04:0280211:776
50:31:0060342:108
50:23:0100636:79
50:29:0072506:66
50:23:0040513:183
50:09:0050305:72
50:28:0110150:2424
50:20:0060228:256
50:30:0050212:1972
50:07:0070104:681
50:38:0070605:4
50:07:0040304:166
50:27:0020720:6
50:21:0060404:965
50:04:0010807:605
50:32:0030110:104
50:04:0130502:13
50:12:0070312:833
50:09:0080301:225
50:23:0040606:118
50:17:0010312:199
50:05:0040225:331
50:11:0050603:891
50:33:0010460:127
50:05:0040432:129
50:03:0040280:5646
50:03:0060280:245
50:08:0060102:347
50:33:0030212:394
50:20:0060543:204
50:34:0040102:123
50:19:0050312:87
50:08:0090110:534
50:31:0060369:61
50:08:0040212:180
50:22:0010201:158
50:28:0010402:99
50:13:0080223:17
50:24:0090224:276
50:27:0020450:478
50:33:0020534:622
50:17:0010221:140
50:16:0104002:1208
50:08:0000000:161770
50:17:0030803:137
50:29:0071607:493
50:28:0100104:59
50:08:0050216:26
50:23:0020121:239
50:56:0030503:607
50:17:0030901:82
50:12:0101805:901
50:27:0020564:129
50:08:0040306:600
50:39:0030405:31
50:28:0070104:624
50:12:0020204:342
50:26:0000000:52159
50:41:0000000:38160
50:23:0000000:134950
50:10:0020102:636
50:04:0180407:1347
50:20:0070815:387
50:27:0020535:86
50:05:0060513:670
50:01:0040319:149
50:28:0050207:716
50:42:0030305:243
50:18:0090517:458
50:28:0110223:1434
50:23:0100619:50
50:24:0090201:614
50:05:0070101:582
50:35:0020411:195
50:05:0130225:60
50:29:0020310:648
50:13:0030412:33
50:17:0021529:80
50:09:0050603:341
50:24:0050628:34
50:01:0050505:5
50:26:0010607:47
50:15:0080903:12
50:29:0030303:5547
50:33:0020251:97
50:34:0050204:983
50:14:0050406:127
50:09:0110104:4717
50:31:0030201:87
50:08:0040420:585
50:09:0070423:3003
50:18:0080207:544
50:42:0040403:128
50:13:0020227:894
50:04:0120512:33
50:35:0030201:398
50:21:0040112:5403
50:30:0010126:223
50:34:0010207:203
50:08:0090233:137
50:03:0040310:249
50:21:0050307:186
50:05:0040612:139
50:08:0020206:38
50:20:0000000:372
50:25:0100214:122
50:24:0040675:149
50:27:0030702:178
50:33:0010546:295
50:28:0020404:230
50:24:0040309:96
50:32:0030217:78
50:06:0050102:28
50:13:0050103:531
50:20:0060315:24
50:30:0020206:90
50:16:0103007:133
50:12:0080409:549
50:31:0052301:420
50:13:0040114:157
50:19:0040133:84
50:31:0011702:346
50:20:0100112:52
50:27:0020501:105
50:49:0010107:731
50:37:0030101:70
50:29:0020202:301
50:33:0010150:245
50:39:0030302:870
50:05:0070101:10
50:09:0070412:700
50:18:0070412:389
50:04:0010350:82
50:20:0041905:636
50:24:0000000:71550
50:01:0040206:4
50:20:0071304:168
50:14:0020209:107
50:15:0020421:26
50:57:0010303:9
50:37:0060111:180
50:29:0000000:4851
50:26:0040301:103
50:29:0072301:139
50:18:0090121:149
50:09:0020612:30
50:24:0040104:142
50:31:0030416:231
50:03:0040122:405
50:02:0030203:31
50:09:0020202:286
50:14:0010302:105
50:06:0100204:4
50:35:0010103:92
50:50:0040809:178
50:15:0090302:391
50:20:0041114:297
50:20:0070711:98
50:24:0090407:32
50:04:0140203:411
50:20:0070728:137
50:38:0071305:45
50:02:0020506:202
50:23:0000000:157972
50:19:0040453:24
50:24:0050213:33
50:14:0060301:515
50:23:0020435:549
50:26:0091301:188
50:37:0040112:103
50:10:0060212:39
50:17:0020301:92
50:14:0030117:1008
50:04:0230516:329
50:37:0020214:187
50:25:0060321:317
50:18:0080215:606
50:18:0011100:156
50:17:0011208:183
50:29:0071802:271
50:11:0050301:3152
50:31:0010119:690
50:05:0080418:36
50:30:0030317:145
50:11:0020104:2124
50:21:0000000:40969
50:13:0020228:178
50:05:0130105:13
50:39:0080105:1014
50:65:0000000:1386
50:05:0060412:95
50:50:0000000:2362
50:17:0011205:359
50:43:0050202:841
50:15:0010206:3241
50:09:0020302:870
50:16:0601008:303
50:23:0050115:591
50:02:0010302:505
50:30:0030309:585
50:05:0070303:943
50:17:0021004:246
50:16:0501005:197
50:23:0020276:593
50:05:0060322:191
50:10:0020202:651
50:29:0020406:405
50:25:0110523:19
50:12:0120211:39
50:11:0050108:676
50:35:0050102:210
50:17:0020517:29
50:01:0060338:94
50:55:0020249:1221
50:29:0020302:107
50:01:0060547:131
50:58:0040201:111
50:22:0030105:32
50:57:0060305:42
50:07:0020209:153
50:26:0110402:405
50:26:0110502:110
50:23:0030209:2098
50:31:0010418:365
50:28:0110150:945
50:13:0080214:148
50:20:0040702:2124
50:33:0020106:882
50:31:0060114:171
50:05:0100136:1395
50:33:0030264:118
50:39:0050503:115
50:03:0020108:104
50:08:0040438:196
50:32:0040131:251
50:45:0010147:86
50:20:0010112:1531
50:26:0120206:219
50:18:0050410:213
50:04:0280113:90
50:14:0030530:481
50:34:0040215:500
50:39:0050205:530
50:55:0020320:183
50:28:0020705:14
50:25:0090201:431
50:26:0060701:221
50:03:0040310:251
50:55:0010216:2
50:14:0020312:236
50:31:0060332:70
50:04:0200401:104
50:37:0050130:164
50:32:0040130:184
50:33:0000000:4363
50:26:0031102:203
50:33:0030567:22
50:16:0502022:415
50:36:0020516:305
50:31:0061403:682
50:20:0050211:1823
50:33:0030217:221
50:03:0060480:2481
50:04:0110516:460
50:08:0060411:190
50:12:0080413:226
50:19:0030138:150
50:09:0000000:86063
50:23:0100608:22
50:33:0020564:2020
50:65:0040305:247
50:17:0020311:682
50:09:0050202:798
50:01:0030713:25
50:31:0021601:175
50:03:0040123:17
50:23:0010382:33
50:23:0030356:33
50:21:0060208:304
50:14:0010311:52
50:20:0060307:168
50:19:0020101:6308
50:45:0040960:46
50:09:0060433:1231
50:34:0050444:138
50:08:0050240:132
50:28:0060109:83
50:04:0120206:212
50:31:0050435:320
50:30:0020113:591
50:20:0040636:7792
50:50:0000000:33792
50:16:0402019:75
50:42:0000000:15393
50:01:0060579:78
50:23:0050381:351
50:39:0080201:394
50:43:0020401:289
50:14:0030448:131
50:59:0010307:86
50:05:0140216:26
50:41:0040113:413
50:23:0050120:178
50:28:0050302:380
50:05:0130313:345
50:09:0030101:7
50:14:0030115:158
50:28:0020501:146
50:23:0040414:749
50:09:0080105:355
50:33:0030249:109
50:31:0020503:214
50:29:0030602:402
50:08:0080133:47
50:17:0021717:464
50:07:0070209:41
50:52:0000000:1956
50:24:0040631:687
50:12:0060105:111
50:04:0120107:305
50:21:0090102:622
50:31:0010429:132
50:08:0070265:31
50:05:0070202:167
50:16:0703020:238
50:31:0050301:1165
50:08:0070321:155
50:08:0060101:38
50:22:0010203:177
50:24:0040106:932
50:35:0030302:596
50:12:0100127:78
50:05:0140119:267
50:14:0030451:523
50:02:0010305:62
50:20:0030102:737
50:30:0020110:2100
50:24:0000000:67410
50:25:0090127:93
50:14:0060309:322
50:14:0020207:73
50:02:0020416:366
50:07:0000000:4844
50:55:0030803:167
50:04:0080202:74
50:12:0080410:271
50:20:0090101:81
50:33:0030153:6
50:04:0010905:75
50:04:0170213:46
50:20:0070603:19
50:34:0010808:285
50:12:0070116:276
50:26:0030809:137
50:57:0031403:1129
50:06:0010301:63
50:18:0040228:304
50:24:0000000:70192
50:09:0060301:18
50:23:0040404:264
50:04:0240503:148
50:26:0110708:154
50:35:0010523:701
50:05:0020412:100
50:08:0010105:94
50:03:0080401:804
50:08:0090235:148
50:11:0050609:5433
50:28:0010103:96
50:27:0010105:49
50:08:0000000:112956
50:08:0060178:237
50:12:0080407:608
50:29:0030303:2405
50:29:0071604:201
50:24:0050626:111
50:11:0020514:756
50:33:0040207:211
50:27:0030702:203
50:12:0070317:490
50:20:0020411:1073
50:07:0010404:33
50:16:0703026:1098
50:04:0130113:166
50:42:0040109:14
50:31:0060333:148
50:24:0050341:795
50:28:0020408:368
50:12:0080401:267
50:24:0050316:215
50:30:0040305:59
50:08:0010108:632
50:09:0040305:588
50:29:0000000:509
50:25:0110102:334
50:07:0040217:44
50:12:0050303:638
50:23:0020115:12756
50:05:0060515:322
50:13:0040315:310
50:05:0020346:196
50:13:0050103:119
50:52:0010323:177
50:31:0000000:653
50:23:0030411:658
50:16:0601032:582
50:08:0010108:722
50:14:0040110:813
50:12:0120101:446
50:31:0032601:11
50:08:0040311:79
50:17:0020229:238
50:31:0060253:465
50:29:0030303:740
50:21:0000000:28607
50:29:0072401:592
50:13:0010311:18
50:12:0070229:140
50:37:0050407:307
50:18:0080126:43
50:05:0040615:850
50:23:0050361:711
50:26:0120703:143
50:09:0070419:3
50:14:0010310:519
50:31:0040123:59
50:25:0070403:525
50:16:0000000:917
50:20:0041119:144
50:33:0020302:169
50:04:0140104:122
50:38:0010309:121
50:39:0020308:550
50:04:0130402:425
50:06:0020302:165
50:33:0030566:301
50:35:0020101:101
50:12:0080402:567
50:20:0010419:340
50:08:0040306:377
50:04:0280119:45
50:33:0000000:86229
50:14:0010305:257
50:08:0090115:34
50:36:0050201:74
50:34:0050503:590
50:19:0060130:7
50:45:0020425:96
50:35:0010103:173
50:33:0030250:309
50:33:0020564:1396
50:13:0060133:86
50:32:0080212:227
50:26:0040902:62
50:23:0050565:2161
50:24:0010103:315
50:03:0080404:104
50:25:0070101:2027
50:55:0010302:4
50:31:0012201:525
50:07:0010504:405
50:23:0020337:396
50:05:0130227:391
50:29:0040227:45
50:07:0040611:116
50:06:0070206:849
50:35:0030116:871
50:32:0060103:235
50:03:0060104:440
50:31:0060332:109
50:33:0020446:220
50:14:0030316:148
50:22:0030201:425
50:42:0040133:8
50:29:0072006:1437
50:15:0020602:57
50:35:0050304:1924
50:29:0050402:2418
50:22:0010204:7394
50:17:0021501:22
50:17:0011607:45
50:19:0010202:1572
50:21:0050210:382
50:25:0000000:1950
50:34:0050432:724
50:04:0261110:27
50:25:0100105:154
50:04:0100801:1323
50:20:0070906:471
50:04:0210502:566
50:14:0030515:363
50:23:0010104:11
50:26:0030805:729
50:39:0030208:379
50:29:0010108:5
50:29:0040701:34
50:08:0090223:593
50:20:0040702:2432
50:08:0070214:134
50:28:0010246:37
50:07:0040302:163
50:14:0030416:154
50:04:0230324:18
50:07:0060203:590
50:23:0010122:440
50:16:0402022:205
50:26:0000000:26000
50:39:0030124:155
50:33:0010106:583
50:21:0040104:1247
50:08:0070241:564
50:20:0080210:2
50:24:0060511:477
50:25:0070105:577
50:38:0060365:4
50:05:0120210:25
50:08:0050403:242
50:42:0010310:153
50:08:0060114:181
50:16:0000000:320
50:21:0060502:240
50:07:0030507:246
50:29:0060221:1363
50:28:0040134:194
50:18:0040113:233
50:28:0110113:144
50:29:0030609:399
50:23:0030129:116
50:09:0070416:841
50:19:0000000:20939
50:23:0110203:113
50:25:0070515:111
50:24:0040321:29
50:33:0030480:23
50:04:0010114:765
50:24:0051005:63
50:24:0050913:369
50:29:0040412:127
50:26:0000000:50935
50:24:0051007:396
50:37:0010302:14
50:39:0020320:81
50:20:0010213:782
50:13:0070105:633
50:07:0020503:370
50:07:0040509:255
50:19:0000000:2615
50:19:0050437:11
50:35:0040204:123
50:29:0010135:87
50:05:0020351:440
50:06:0070103:704
50:50:0000000:4471
50:20:0041611:219
50:16:0401045:369
50:26:0180417:138
50:31:0010301:2910
50:60:0010201:184
50:13:0010313:522
50:18:0080301:10
50:41:0030106:26
50:32:0010217:83
50:33:0030584:97
50:27:0020542:22
50:03:0050228:313
50:23:0020460:231
50:15:0080401:185
50:25:0010113:95
50:05:0120216:143
50:13:0040127:337
50:20:0020208:860
50:26:0120807:79
50:17:0010307:614
50:58:0040403:418
50:23:0010372:372
50:09:0060421:143
50:31:0050424:867
50:28:0050214:486
50:39:0000000:484
50:15:0040501:87
50:23:0110148:64
50:20:0050409:168
50:20:0100907:956
50:07:0050305:318
50:31:0030602:66
50:17:0021306:129
50:19:0030505:4
50:12:0030203:57
50:32:0080209:1183
50:23:0020320:117
50:05:0020309:563
50:23:0030143:4716
50:16:0000000:10114
50:18:0030120:80
50:24:0040104:248
50:14:0040347:713
50:58:0040301:986
50:12:0020201:34
50:31:0020116:224
50:14:0070148:15
50:53:0010201:2238
50:20:0090318:113
50:30:0020306:22
50:19:0030304:323
50:24:0050602:43
